"1","동사","001"
"2","동사","002"
"3","품사 없음","001"
"4","품사 없음","001"
"5","명사","001"
"6","품사 없음","001"
"7","동사","001"
"8","동사","001"
"9","동사","002"
"10","동사","001"
"11","동사","001"
"12","동사","001"
"13","명사","001"
"14","동사","001"
"15","동사","001"
"16","동사","002"
"17","동사","001"
"18","동사","001"
"19","동사","001"
"20","동사","002"
"21","동사","001"
"22","동사","001"
"23","동사","001"
"24","동사","001"
"25","명사","001"
"26","명사","001"
"27","품사 없음","001"
"28","명사","001"
"29","감탄사","001"
"30","명사","002"
"31","동사","001"
"32","동사","002"
"33","명사","001"
"34","명사","001"
"35","명사","001"
"36","명사","001"
"37","동사","001"
"38","동사","001"
"39","동사","001"
"40","명사","001"
"41","명사","001"
"42","명사","001"
"43","명사","001"
"44","명사","001"
"45","명사","001"
"46","명사","001"
"47","명사","001"
"48","형용사","001"
"49","부사","001"
"50","동사","001"
"51","동사","001"
"52","부사","001"
"53","동사","001"
"54","형용사","001"
"55","명사","001"
"56","동사","001"
"57","동사","001"
"58","명사","001"
"59","명사","002"
"60","명사","001"
"61","명사","001"
"62","명사","001"
"63","명사","001"
"64","명사","001"
"65","명사","001"
"66","명사","001"
"67","동사","001"
"68","동사","001"
"69","명사","001"
"70","명사","001"
"71","명사","001"
"72","명사","001"
"73","명사","001"
"74","형용사","001"
"75","동사","001"
"76","명사","001"
"77","명사","001"
"78","명사","001"
"79","명사","001"
"80","명사","001"
"81","명사","001"
"82","명사","001"
"83","명사","001"
"84","명사","002"
"85","품사 없음","001"
"86","품사 없음","001"
"87","명사","001"
"88","명사","001"
"89","동사","001"
"90","명사","001"
"91","명사","005"
"92","명사","002"
"93","명사","003"
"94","명사","004"
"95","명사","001"
"96","명사","002"
"97","명사","001"
"98","명사","001"
"99","명사","001"
"100","명사","001"
"101","명사","001"
"102","명사","001"
"103","명사","001"
"104","명사","001"
"105","명사","001"
"106","명사","001"
"107","명사","001"
"108","명사","001"
"109","명사","001"
"110","명사","001"
"111","명사","001"
"112","명사","001"
"113","명사","001"
"114","명사","001"
"115","명사","002"
"116","명사","001"
"117","명사","001"
"118","명사","001"
"119","명사","001"
"120","품사 없음","001"
"121","품사 없음","001"
"122","명사","001"
"123","명사","001"
"124","명사","001"
"125","명사","001"
"126","동사","001"
"127","명사","001"
"128","명사","001"
"129","명사","001"
"130","명사","001"
"131","명사","001"
"132","명사","001"
"133","명사","001"
"134","동사","001"
"135","품사 없음","001"
"136","명사","001"
"137","명사","001"
"138","명사","001"
"139","품사 없음","001"
"140","명사","001"
"141","명사","001"
"142","명사","001"
"143","명사","001"
"144","명사","001"
"145","명사","001"
"146","명사","001"
"147","형용사","001"
"148","동사","001"
"149","명사","001"
"150","명사","001"
"151","동사","001"
"152","명사","001"
"153","명사","001"
"154","명사","001"
"155","품사 없음","001"
"156","품사 없음","001"
"157","품사 없음","001"
"158","품사 없음","001"
"159","명사","001"
"160","명사","001"
"161","명사","001"
"162","명사","001"
"163","명사","001"
"164","명사","001"
"165","명사","001"
"166","품사 없음","001"
"167","명사","001"
"168","명사","001"
"169","동사","001"
"170","명사","001"
"171","명사","001"
"172","명사","001"
"173","명사","001"
"174","명사","001"
"175","명사","001"
"176","명사","001"
"177","명사","001"
"178","명사","001"
"179","형용사","001"
"180","명사","001"
"181","명사","001"
"182","형용사","001"
"183","명사","001"
"184","명사","001"
"185","명사","001"
"186","동사","001"
"187","명사","001"
"188","대명사","002"
"189","명사","001"
"190","대명사","003"
"191","형용사","001"
"192","명사","002"
"193","대명사","001"
"194","명사","001"
"195","대명사","001"
"196","부사","003"
"197","명사","002"
"198","명사","001"
"199","명사","001"
"200","명사","001"
"201","명사","001"
"202","명사","001"
"203","명사","001"
"204","대명사","001"
"205","명사","003"
"206","명사","002"
"207","명사","001"
"208","명사","001"
"209","명사","001"
"210","명사","001"
"211","명사","001"
"212","명사","001"
"213","명사","001"
"214","명사","001"
"215","명사","001"
"216","명사","001"
"217","형용사","001"
"218","부사","001"
"219","명사","001"
"220","명사","001"
"221","명사","002"
"222","품사 없음","001"
"223","형용사","001"
"224","명사","001"
"225","부사","001"
"226","형용사","001"
"227","부사","002"
"228","부사","001"
"229","동사","001"
"230","동사","002"
"231","동사","002"
"232","동사","001"
"233","부사","002"
"234","부사","001"
"235","동사","001"
"236","동사","002"
"237","동사","001"
"238","동사","002"
"239","부사","001"
"240","동사","001"
"241","명사","001"
